scorer,is_baseline,auc,auc_lo,auc_hi,auc_dlo,auc_dhi,auc_pwin,pauc5,pauc5_lo,pauc5_hi,pauc5_dlo,pauc5_dhi,pauc5_pwin,tpr1,tpr1_lo,tpr1_hi,tpr1_dlo,tpr1_dhi,tpr1_pwin,tpr5,tpr5_lo,tpr5_hi,tpr5_dlo,tpr5_dhi,tpr5_pwin,eer,eer_lo,eer_hi,eer_dlo,eer_dhi,eer_pwin
baseline_linear_z3,True,0.9035,0.8782,0.9272,0.0000,0.0000,0.0000,0.5851,0.5132,0.6600,0.0000,0.0000,0.0000,0.5310,0.4070,0.6164,0.0000,0.0000,0.0000,0.7054,0.6085,0.7674,0.0000,0.0000,0.0000,0.1791,0.1506,0.2105,0.0000,0.0000,0.0000
z_global_cal,False,0.9043,0.8778,0.9277,-0.0023,0.0049,0.6570,0.5851,0.5132,0.6600,0.0000,0.0000,0.0000,0.5310,0.4070,0.6164,0.0000,0.0000,0.0000,0.7054,0.6085,0.7674,0.0000,0.0000,0.0000,0.1791,0.1506,0.2105,0.0000,0.0000,0.0000
mahalanobis,False,0.9099,0.8879,0.9286,-0.0108,0.0254,0.7520,0.5593,0.4897,0.6311,-0.0983,0.0398,0.2500,0.5155,0.4109,0.5853,-0.1358,0.1009,0.3270,0.6783,0.5930,0.7326,-0.1085,0.0426,0.1740,0.1847,0.1603,0.2169,-0.0350,0.0205,0.3030
tier_switch,False,0.9099,0.8879,0.9286,-0.0108,0.0254,0.7520,0.5593,0.4897,0.6311,-0.0983,0.0398,0.2500,0.5155,0.4109,0.5853,-0.1358,0.1009,0.3270,0.6783,0.5930,0.7326,-0.1085,0.0426,0.1740,0.1847,0.1603,0.2169,-0.0350,0.0205,0.3030
baseline_cosine,False,0.9097,0.8882,0.9282,-0.0095,0.0230,0.7450,0.5417,0.4749,0.6087,-0.1094,0.0177,0.0790,0.4961,0.3837,0.5736,-0.1513,0.0736,0.2240,0.6163,0.5543,0.6977,-0.1396,-0.0039,0.0180,0.1828,0.1578,0.2124,-0.0349,0.0241,0.3860
mahal_blend,False,0.9120,0.8903,0.9305,-0.0072,0.0248,0.8400,0.5497,0.4798,0.6180,-0.1016,0.0249,0.1330,0.4806,0.3953,0.5736,-0.1550,0.0620,0.1640,0.6434,0.5774,0.7171,-0.1202,0.0156,0.0600,0.1911,0.1586,0.2133,-0.0352,0.0233,0.3590
z_persender_cal,False,0.8988,0.8732,0.9218,-0.0124,0.0035,0.1250,0.5146,0.4524,0.5857,-0.1080,-0.0319,0.0000,0.4690,0.3953,0.5388,-0.1318,0.0349,0.0840,0.6008,0.5310,0.7054,-0.1550,-0.0233,0.0030,0.1775,0.1542,0.2116,-0.0164,0.0153,0.4480
z_persender_sigmoid,False,0.8948,0.8675,0.9192,-0.0174,0.0011,0.0410,0.5146,0.4524,0.5857,-0.1080,-0.0319,0.0000,0.4690,0.3953,0.5388,-0.1318,0.0349,0.0840,0.6008,0.5310,0.7054,-0.1550,-0.0233,0.0030,0.1775,0.1542,0.2116,-0.0164,0.0153,0.4480
ewma_centroid_z3,False,0.8674,0.8391,0.8937,-0.0565,-0.0165,0.0000,0.5288,0.4625,0.5976,-0.1172,0.0052,0.0380,0.4341,0.3605,0.5659,-0.1783,0.0426,0.1180,0.6240,0.5658,0.6899,-0.1319,0.0001,0.0250,0.1819,0.1542,0.2146,-0.0261,0.0205,0.3880
