scorer,is_baseline,auc,auc_lo,auc_hi,auc_dlo,auc_dhi,auc_pwin,pauc5,pauc5_lo,pauc5_hi,pauc5_dlo,pauc5_dhi,pauc5_pwin,tpr1,tpr1_lo,tpr1_hi,tpr1_dlo,tpr1_dhi,tpr1_pwin,tpr5,tpr5_lo,tpr5_hi,tpr5_dlo,tpr5_dhi,tpr5_pwin,eer,eer_lo,eer_hi,eer_dlo,eer_dhi,eer_pwin
baseline_linear_z3,True,0.9472,0.9231,0.9690,0.0000,0.0000,0.0000,0.6333,0.5233,0.7533,0.0000,0.0000,0.0000,0.5750,0.4333,0.7333,0.0000,0.0000,0.0000,0.7500,0.6333,0.8750,0.0000,0.0000,0.0000,0.1158,0.0817,0.1567,0.0000,0.0000,0.0000
z_global_cal,False,0.9472,0.9231,0.9690,-0.0000,0.0000,0.1510,0.6333,0.5233,0.7533,0.0000,0.0000,0.0000,0.5750,0.4333,0.7333,0.0000,0.0000,0.0000,0.7500,0.6333,0.8750,0.0000,0.0000,0.0000,0.1158,0.0817,0.1567,0.0000,0.0000,0.0000
mahalanobis,False,0.9566,0.9335,0.9757,-0.0081,0.0273,0.8480,0.6400,0.4875,0.8017,-0.1301,0.1342,0.5490,0.5750,0.2333,0.7752,-0.2750,0.1750,0.4540,0.8583,0.6833,0.9085,-0.0583,0.1917,0.8610,0.1250,0.0775,0.1617,-0.0408,0.0433,0.5040
tier_switch,False,0.9566,0.9335,0.9757,-0.0081,0.0273,0.8480,0.6400,0.4875,0.8017,-0.1301,0.1342,0.5490,0.5750,0.2333,0.7752,-0.2750,0.1750,0.4540,0.8583,0.6833,0.9085,-0.0583,0.1917,0.8610,0.1250,0.0775,0.1617,-0.0408,0.0433,0.5040
baseline_cosine,False,0.9575,0.9372,0.9750,-0.0041,0.0245,0.9260,0.6117,0.4616,0.7767,-0.1583,0.1067,0.3690,0.5250,0.2417,0.7583,-0.2750,0.1583,0.2980,0.8250,0.6248,0.9000,-0.0917,0.1583,0.8010,0.1233,0.0775,0.1592,-0.0350,0.0408,0.5340
mahal_blend,False,0.9598,0.9390,0.9771,-0.0025,0.0278,0.9550,0.6283,0.4733,0.7976,-0.1492,0.1258,0.4700,0.5083,0.2333,0.8000,-0.2752,0.1750,0.3280,0.8417,0.6498,0.9002,-0.0667,0.1750,0.8620,0.1067,0.0725,0.1476,-0.0258,0.0475,0.7030
z_persender_cal,False,0.9448,0.9195,0.9671,-0.0080,0.0043,0.2240,0.5975,0.4700,0.7184,-0.0742,-0.0075,0.0080,0.5000,0.3748,0.7167,-0.1333,0.0333,0.1400,0.7000,0.6083,0.8333,-0.1083,0.0167,0.0680,0.1142,0.0817,0.1567,-0.0250,0.0242,0.4470
z_persender_sigmoid,False,0.9456,0.9214,0.9671,-0.0073,0.0047,0.2850,0.5975,0.4700,0.7184,-0.0742,-0.0075,0.0080,0.5000,0.3748,0.7167,-0.1333,0.0333,0.1400,0.7000,0.6083,0.8333,-0.1083,0.0167,0.0680,0.1142,0.0817,0.1567,-0.0250,0.0242,0.4470
ewma_centroid_z3,False,0.8934,0.8584,0.9288,-0.0762,-0.0330,0.0000,0.4000,0.2941,0.5384,-0.3342,-0.1325,0.0000,0.3083,0.2250,0.4667,-0.4083,-0.1250,0.0000,0.5583,0.3833,0.7083,-0.3417,-0.0750,0.0010,0.1683,0.1317,0.2117,-0.0908,-0.0166,0.0020
