scorer,is_baseline,auc,auc_lo,auc_hi,auc_dlo,auc_dhi,auc_pwin,pauc5,pauc5_lo,pauc5_hi,pauc5_dlo,pauc5_dhi,pauc5_pwin,tpr1,tpr1_lo,tpr1_hi,tpr1_dlo,tpr1_dhi,tpr1_pwin,tpr5,tpr5_lo,tpr5_hi,tpr5_dlo,tpr5_dhi,tpr5_pwin,eer,eer_lo,eer_hi,eer_dlo,eer_dhi,eer_pwin,fpr_other_at_1,fpr_other_at_5,auc_g_other
mahalanobis,False,0.6792,0.6383,0.7189,-0.0419,0.0083,0.0830,0.0999,0.0609,0.1416,-0.0161,0.0730,0.9030,0.0568,0.0341,0.1137,-0.0227,0.0910,0.8790,0.1439,0.0985,0.1856,-0.0682,0.0682,0.6700,0.3858,0.3451,0.4266,-0.0563,0.0087,0.0790,0.0000,0.0000,0.9671
tier_switch,False,0.6792,0.6383,0.7189,-0.0419,0.0083,0.0830,0.0999,0.0609,0.1416,-0.0161,0.0730,0.9030,0.0568,0.0341,0.1137,-0.0227,0.0910,0.8790,0.1439,0.0985,0.1856,-0.0682,0.0682,0.6700,0.3858,0.3451,0.4266,-0.0563,0.0087,0.0790,0.0000,0.0000,0.9671
baseline_cosine,False,0.6869,0.6484,0.7268,-0.0311,0.0115,0.2200,0.0621,0.0327,0.1103,-0.0474,0.0312,0.3720,0.0341,0.0114,0.0758,-0.0417,0.0492,0.6020,0.1174,0.0568,0.1894,-0.0795,0.0568,0.3230,0.3722,0.3333,0.4094,-0.0407,0.0190,0.2260,0.0000,0.0017,0.9660
mahal_blend,False,0.6868,0.6477,0.7268,-0.0312,0.0123,0.2100,0.0653,0.0351,0.1090,-0.0448,0.0337,0.4160,0.0341,0.0151,0.0833,-0.0379,0.0530,0.6000,0.1061,0.0643,0.1857,-0.0795,0.0530,0.2720,0.3722,0.3368,0.4129,-0.0445,0.0172,0.1830,0.0000,0.0000,0.9682
baseline_linear_z3,True,0.6960,0.6543,0.7390,0.0000,0.0000,0.0000,0.0708,0.0326,0.1223,0.0000,0.0000,0.0000,0.0265,0.0000,0.0795,0.0000,0.0000,0.0000,0.1250,0.0758,0.2273,0.0000,0.0000,0.0000,0.3672,0.3200,0.3977,0.0000,0.0000,0.0000,0.0000,0.0000,0.9345
z_global_cal,False,0.6958,0.6535,0.7390,-0.0014,0.0009,0.3240,0.0708,0.0326,0.1223,0.0000,0.0000,0.0000,0.0265,0.0000,0.0795,0.0000,0.0000,0.0000,0.1250,0.0758,0.2273,0.0000,0.0000,0.0000,0.3672,0.3200,0.3977,0.0000,0.0000,0.0000,0.0000,0.0000,0.9351
z_persender_cal,False,0.6830,0.6419,0.7272,-0.0219,-0.0045,0.0010,0.0527,0.0235,0.1018,-0.0382,0.0014,0.0330,0.0227,0.0000,0.0720,-0.0304,0.0152,0.1440,0.1136,0.0492,0.1857,-0.0758,0.0227,0.1480,0.3622,0.3234,0.4011,-0.0236,0.0202,0.4440,0.0000,0.0000,0.9340
z_persender_sigmoid,False,0.6829,0.6416,0.7269,-0.0221,-0.0046,0.0010,0.0527,0.0235,0.1018,-0.0382,0.0014,0.0330,0.0227,0.0000,0.0720,-0.0304,0.0152,0.1440,0.1136,0.0492,0.1857,-0.0758,0.0227,0.1480,0.3622,0.3234,0.4011,-0.0236,0.0202,0.4440,0.0000,0.0000,0.9373
ewma_centroid_z3,False,0.6802,0.6388,0.7263,-0.0348,0.0024,0.0390,0.0559,0.0285,0.1082,-0.0446,0.0220,0.2590,0.0189,0.0038,0.0795,-0.0417,0.0417,0.4980,0.1023,0.0492,0.2121,-0.0834,0.0644,0.2680,0.3554,0.3211,0.3992,-0.0267,0.0270,0.5250,0.0000,0.0000,0.8965
