scorer,is_baseline,auc,auc_lo,auc_hi,auc_dlo,auc_dhi,auc_pwin,pauc5,pauc5_lo,pauc5_hi,pauc5_dlo,pauc5_dhi,pauc5_pwin,tpr1,tpr1_lo,tpr1_hi,tpr1_dlo,tpr1_dhi,tpr1_pwin,tpr5,tpr5_lo,tpr5_hi,tpr5_dlo,tpr5_dhi,tpr5_pwin,eer,eer_lo,eer_hi,eer_dlo,eer_dhi,eer_pwin
ewma_centroid_z3,False,0.8968,0.8556,0.9349,-0.0208,-0.0007,0.0210,0.6133,0.5266,0.7158,-0.0300,0.0400,0.6230,0.6000,0.5000,0.6833,-0.0417,0.1000,0.5350,0.7000,0.5748,0.8000,-0.0667,0.0583,0.3730,0.1842,0.1408,0.2225,-0.0258,0.0175,0.3050
baseline_linear_z3,True,0.9074,0.8681,0.9420,0.0000,0.0000,0.0000,0.6092,0.5167,0.7150,0.0000,0.0000,0.0000,0.5833,0.4500,0.7000,0.0000,0.0000,0.0000,0.6833,0.5833,0.7917,0.0000,0.0000,0.0000,0.1750,0.1317,0.2208,0.0000,0.0000,0.0000
z_global_cal,False,0.9052,0.8644,0.9410,-0.0058,0.0003,0.0680,0.6092,0.5167,0.7150,0.0000,0.0000,0.0000,0.5833,0.4500,0.7000,0.0000,0.0000,0.0000,0.6833,0.5833,0.7917,0.0000,0.0000,0.0000,0.1750,0.1317,0.2208,0.0000,0.0000,0.0000
mahalanobis,False,0.9205,0.8902,0.9471,-0.0113,0.0352,0.8560,0.5883,0.4799,0.6967,-0.1258,0.0708,0.3110,0.5417,0.4167,0.6750,-0.1833,0.0919,0.2730,0.6750,0.5833,0.7917,-0.1250,0.1000,0.4160,0.1842,0.1342,0.2275,-0.0450,0.0359,0.3390
mahal_blend,False,0.9205,0.8902,0.9471,-0.0113,0.0352,0.8560,0.5883,0.4799,0.6967,-0.1258,0.0708,0.3110,0.5417,0.4167,0.6750,-0.1833,0.0919,0.2730,0.6750,0.5833,0.7917,-0.1250,0.1000,0.4160,0.1842,0.1342,0.2275,-0.0450,0.0359,0.3390
tier_switch,False,0.9205,0.8902,0.9471,-0.0113,0.0352,0.8560,0.5883,0.4799,0.6967,-0.1258,0.0708,0.3110,0.5417,0.4167,0.6750,-0.1833,0.0919,0.2730,0.6750,0.5833,0.7917,-0.1250,0.1000,0.4160,0.1842,0.1342,0.2275,-0.0450,0.0359,0.3390
baseline_cosine,False,0.8854,0.8468,0.9198,-0.0409,-0.0034,0.0110,0.4925,0.3992,0.5975,-0.1975,-0.0517,0.0000,0.4583,0.3417,0.5750,-0.2583,-0.0250,0.0050,0.5667,0.4667,0.7167,-0.2167,-0.0167,0.0090,0.1950,0.1475,0.2433,-0.0617,0.0200,0.1890
z_persender_cal,False,0.8823,0.8423,0.9174,-0.0403,-0.0115,0.0000,0.4408,0.3492,0.5600,-0.2308,-0.1058,0.0000,0.4417,0.2667,0.5333,-0.2583,-0.0833,0.0000,0.5500,0.4167,0.6752,-0.2500,-0.0500,0.0010,0.2142,0.1591,0.2500,-0.0617,0.0034,0.0360
z_persender_sigmoid,False,0.8820,0.8430,0.9169,-0.0407,-0.0115,0.0000,0.4408,0.3492,0.5600,-0.2308,-0.1058,0.0000,0.4417,0.2667,0.5333,-0.2583,-0.0833,0.0000,0.5500,0.4167,0.6752,-0.2500,-0.0500,0.0010,0.2142,0.1591,0.2500,-0.0617,0.0034,0.0360
